file_path,file_name,size_gb,size_bytes,modified_time,drive
R:\20250217_wt_greenlight\2025.02.17-12.32.18-Rec-.cmtr,2025.02.17-12.32.18-Rec-.cmtr,44.11,47366641064,2025-05-02 12:35:28,R:
O:\20250523_Jason\2025.05.23-17.19.25-Rec-.cmtr,2025.05.23-17.19.25-Rec-.cmtr,44.08,47325892756,2025-05-30 03:14:29,O:
O:\20250414\2025.04.14-12.47.41-Rec-.cmtr,2025.04.14-12.47.41-Rec-.cmtr,44.06,47304577244,2025-08-12 07:42:41,O:
R:\20250219\set6\2025.02.19-13.34.13-Rec-.cmtr,2025.02.19-13.34.13-Rec-.cmtr,43.96,47199210296,2025-05-10 05:44:06,R:
O:\20250520_image\2025.05.20-13.43.18-Rec-.cmtr,2025.05.20-13.43.18-Rec-.cmtr,43.62,46837282756,2025-05-29 00:09:43,O:
O:\20250527_Jason\2025.05.27-11.07.03-Rec-.cmtr,2025.05.27-11.07.03-Rec-.cmtr,43.47,46679837220,2025-05-31 01:43:42,O:
R:\20250212\set6\2025.02.12-12.40.18-Rec-.cmtr,2025.02.12-12.40.18-Rec-.cmtr,43.47,46679353132,2025-05-02 03:28:39,R:
L:\20221018\2022.10.18-11.27.32-Rec-.cmtr,2022.10.18-11.27.32-Rec-.cmtr,43.24,46430583548,2022-10-29 10:53:42,L:
R:\20240912_NMDA\2024.09.12-14.51.24-Rec-.cmtr,2024.09.12-14.51.24-Rec-.cmtr,43.22,46407865100,2024-09-20 18:51:48,R:
L:\20230621_FAD\2023.06.21-12.44.59-Rec-.cmtr,2023.06.21-12.44.59-Rec-.cmtr,43.08,46257391056,2023-07-04 01:40:06,L:
O:\20250402_Rd\set8\2025.04.02-11.21.32-Rec-.cmtr,2025.04.02-11.21.32-Rec-.cmtr,43.04,46214176244,2025-04-07 09:57:36,O:
O:\20250401_Rd\white_noise_5Hz\2025.04.01-10.33.13-Rec-.cmtr,2025.04.01-10.33.13-Rec-.cmtr,43.0,46166469848,2025-04-06 04:02:00,O:
R:\20250220\set6\2025.02.20-13.51.59-Rec-.cmtr,2025.02.20-13.51.59-Rec-.cmtr,42.92,46090171604,2025-05-14 20:20:46,R:
Q:\ipRGC_missing\2024.05.21-10.33.58-Rec-.cmtr,2024.05.21-10.33.58-Rec-.cmtr,42.84,46002680824,2024-05-23 20:12:28,Q:
Q:\20240417\2024.04.17-11.09.53-Rec-.cmtr,2024.04.17-11.09.53-Rec-.cmtr,42.59,45733702824,2024-04-22 13:29:46,Q:
O:\20250402_Rd\2025.04.02-11.21.32-Rec-.cmtr,2025.04.02-11.21.32-Rec-.cmtr,42.55,45687505448,2025-04-09 19:08:16,O:
R:\20250319\set6\2025.03.19-14.54.57-Rec-.cmtr,2025.03.19-14.54.57-Rec-.cmtr,42.5,45634966456,2025-06-15 11:08:56,R:
P:\20251009_low_glucose_control_AMES\2025.10.09-09.57.03-Rec-.cmtr,2025.10.09-09.57.03-Rec-.cmtr,42.5,45634082916,2025-10-21 10:22:28,P:
O:\20250409\image001-1200\2025.04.09-12.38.10-Rec-.cmtr,2025.04.09-12.38.10-Rec-.cmtr,42.46,45586470136,2025-07-16 15:23:50,O:
P:\20251204_gly\gly\2025.12.04-09.42.38-Rec-.cmtr,2025.12.04-09.42.38-Rec-.cmtr,42.38,45500859020,2025-12-11 13:57:28,P:
O:\20250905_gaba_gly\gaba_gly\2025.09.05-17.30.28-Rec-.cmtr,2025.09.05-17.30.28-Rec-.cmtr,42.22,45328226516,2025-09-10 20:14:17,O:
O:\20250401_Rd\white_noise_5Hz\2025.04.01-13.52.52-Rec-.cmtr,2025.04.01-13.52.52-Rec-.cmtr,42.15,45257389572,2025-04-06 19:46:10,O:
L:\20230609_NIH_SingleKO\2023.06.09-12.49.15-Rec-.cmtr,2023.06.09-12.49.15-Rec-.cmtr,42.04,45142363420,2023-06-17 07:52:50,L:
P:\20251023_opncre_rtdt\2025.10.23-10.01.43-Rec-.cmtr,2025.10.23-10.01.43-Rec-.cmtr,41.96,45050280256,2025-10-30 15:17:22,P:
P:\20251022_low_glucose\2025.10.22-11.44.16-Rec-.cmtr,2025.10.22-11.44.16-Rec-.cmtr,41.64,44706247600,2025-11-03 05:36:10,P:
L:\20230616_NIH_SingleKO\2023.06.16-12.49.40-Rec-old.cmtr,2023.06.16-12.49.40-Rec-old.cmtr,41.59,44655993652,2023-06-22 10:41:27,L:
P:\20251112_gaba\2025.11.12-13.59.37-Rec-.cmtr,2025.11.12-13.59.37-Rec-.cmtr,41.59,44654664620,2025-11-24 00:05:44,P:
O:\20250919_gaba_gly\gaba_gly\2025.09.19-11.49.34-Rec-.cmtr,2025.09.19-11.49.34-Rec-.cmtr,41.54,44599470676,2025-09-26 13:50:54,O:
O:\20250527_Jason\2025.05.27-13.28.48-Rec-.cmtr,2025.05.27-13.28.48-Rec-.cmtr,41.46,44518923036,2025-05-31 10:24:56,O:
O:\20250409\set6\2025.04.09-12.09.54-Rec.cmtr,2025.04.09-12.09.54-Rec.cmtr,41.45,44510274884,2025-07-15 18:32:07,O:
P:\20251022_low_glucose\2025.10.22-11.03.24-Rec-.cmtr,2025.10.22-11.03.24-Rec-.cmtr,41.39,44443289824,2025-10-24 08:45:25,P:
R:\20250217_wt_greenlight\2025.02.17-13.36.14-Rec-.cmtr,2025.02.17-13.36.14-Rec-.cmtr,41.39,44438048152,2025-05-07 06:30:20,R:
O:\20250325\2025.03.25-11.58.27-Rec-.cmtr,2025.03.25-11.58.27-Rec-.cmtr,41.38,44429630436,2025-06-20 12:22:13,O:
O:\20250916_gaba_gly\before_gaba_gly\2025.09.16-13.06.25-Rec-.cmtr,2025.09.16-13.06.25-Rec-.cmtr,41.37,44417291576,2025-09-22 03:46:52,O:
Q:\20240305\2024.03.05-12.27.13-Rec-.cmtr,2024.03.05-12.27.13-Rec-.cmtr,41.33,44379438508,2024-03-26 12:01:44,Q:
O:\20250917_gaba_gly\before_gaba_gly\2025.09.17-11.35.12-Rec-.cmtr,2025.09.17-11.35.12-Rec-.cmtr,41.32,44371891240,2025-09-25 09:57:20,O:
R:\20250217_wt_greenlight\2025.02.17-13.19.22-Rec-.cmtr,2025.02.17-13.19.22-Rec-.cmtr,41.17,44200695216,2025-05-05 02:06:18,R:
P:\20251124_gaba\before_gaba\2025.11.24-10.30.21-Rec-.cmtr,2025.11.24-10.30.21-Rec-.cmtr,41.13,44165599628,2025-12-18 18:07:37,P:
L:\20230911_wt\2023.09.11-13.40.53-Rec-.cmtr,2023.09.11-13.40.53-Rec-.cmtr,41.09,44123369652,2023-10-16 22:14:25,L:
R:\20250128_wt_greenlight\set8_1_0filter\2025.01.28-12.37.35-Rec-.cmtr,2025.01.28-12.37.35-Rec-.cmtr,40.94,43961985880,2025-01-30 08:48:14,R:
R:\20250228\set6\2025.02.28-11.52.02-Rec-.cmtr,2025.02.28-11.52.02-Rec-.cmtr,40.91,43931212512,2025-07-20 05:55:26,R:
Q:\20240408\2024.04.08-14.41.15-Rec-.cmtr,2024.04.08-14.41.15-Rec-.cmtr,40.89,43906004952,2024-04-21 08:05:28,Q:
R:\20250212\set6\2025.02.12-13.57.08-Rec-.cmtr,2025.02.12-13.57.08-Rec-.cmtr,40.78,43791044008,2025-05-03 23:08:07,R:
P:\20251120_gaba\gaba\2025.11.20-15.41.21-Rec-.cmtr,2025.11.20-15.41.21-Rec-.cmtr,40.78,43788523976,2025-11-30 16:58:39,P:
Q:\20240522\2024.05.22-14.04.00-Rec-.cmtr,2024.05.22-14.04.00-Rec-.cmtr,40.72,43727947564,2024-05-27 13:10:18,Q:
P:\20251118_gaba\before_gaba\2025.11.18-13.42.08-Rec-.cmtr,2025.11.18-13.42.08-Rec-.cmtr,40.68,43679797900,2025-11-30 17:28:44,P:
R:\20250319\set6\2025.03.19-19.04.09-Rec-.cmtr,2025.03.19-19.04.09-Rec-.cmtr,40.63,43623557052,2025-06-27 13:16:13,R:
R:\20240906\2024.09.06-12.15.46-Rec-.cmtr,2024.09.06-12.15.46-Rec-.cmtr,40.55,43544788292,2024-09-11 07:01:03,R:
P:\20251022_opncre_rtdt\2025.10.22-09.58.50-Rec-.cmtr,2025.10.22-09.58.50-Rec-.cmtr,40.55,43539107480,2025-10-24 07:01:58,P:
P:\20251010_low_glucose\2025.10.10-14.22.52-Rec-.cmtr,2025.10.10-14.22.52-Rec-.cmtr,40.54,43530279224,2025-10-18 08:39:24,P:
R:\20250305\set6\2025.03.05-15.11.59-Rec-.cmtr,2025.03.05-15.11.59-Rec-.cmtr,40.48,43461306284,2025-03-25 07:25:56,R:
R:\20250204\set6\2025.02.04-13.48.12-Rec-.cmtr,2025.02.04-13.48.12-Rec-.cmtr,40.33,43302171684,2025-02-16 02:26:29,R:
P:\20251119_gaba\gaba\2025.11.19-15.53.39-Rec-.cmtr,2025.11.19-15.53.39-Rec-.cmtr,40.29,43258559420,2025-11-27 08:11:52,P:
O:\20250917_gaba_gly\gaba_gly\2025.09.17-14.38.32-Rec-.cmtr,2025.09.17-14.38.32-Rec-.cmtr,40.23,43197297224,2025-09-27 04:54:46,O:
P:\20251120_gaba\before_gaba\2025.11.20-14.25.26-Rec-.cmtr,2025.11.20-14.25.26-Rec-.cmtr,40.22,43188890804,2025-11-30 01:20:13,P:
Q:\20240328\2024.03.28-11.28.00-Rec-.cmtr,2024.03.28-11.28.00-Rec-.cmtr,40.09,43046447248,2024-04-08 01:19:13,Q:
P:\20251009_low_glucose_control_AMES\2025.10.09-13.08.04-Rec-.cmtr,2025.10.09-13.08.04-Rec-.cmtr,40.08,43036423524,2025-11-07 05:52:34,P:
O:\20250325\image001-1200\2025.03.25-10.50.00-Rec-.cmtr,2025.03.25-10.50.00-Rec-.cmtr,39.97,42912548752,2025-06-17 08:47:30,O:
R:\20250128_wt_greenlight\set8_1_0filter\2025.01.28-10.47.34-Rec-.cmtr,2025.01.28-10.47.34-Rec-.cmtr,39.93,42876624744,2025-01-31 18:15:14,R:
L:\20230609_NIH_SingleKO\2023.06.09-12.39.42-Rec-.cmtr,2023.06.09-12.39.42-Rec-.cmtr,39.88,42818967848,2023-06-16 06:11:02,L:
R:\20250306\set6\2025.03.06-13.53.51-Rec-.cmtr,2025.03.06-13.53.51-Rec-.cmtr,39.81,42741758128,2025-06-15 17:44:46,R:
R:\20250214_JHU\2025.02.14-16.05.49-Rec-.cmtr,2025.02.14-16.05.49-Rec-.cmtr,39.8,42730159572,2025-02-25 23:11:20,R:
M:\JHU2025_data_backup_to_be_deleted\20250214_JHU\2025.02.14-16.05.49-Rec-.cmtr,2025.02.14-16.05.49-Rec-.cmtr,39.8,42730159572,2025-02-25 23:11:20,M:
R:\20250228\set6\2025.02.28-14.56.44-Rec-.cmtr,2025.02.28-14.56.44-Rec-.cmtr,39.66,42587643576,2025-06-04 08:11:24,R:
P:\20251113_gaba\before_gaba\2025.11.13-13.08.57-Rec-.cmtr,2025.11.13-13.08.57-Rec-.cmtr,39.62,42537496092,2025-11-19 07:45:07,P:
P:\20251119_gaba\before_gaba\2025.11.19-12.41.58-Rec-.cmtr,2025.11.19-12.41.58-Rec-.cmtr,39.58,42495382608,2025-12-07 06:37:03,P:
P:\20251007_low_glucose_control\2025.10.07-13.00.35-Rec-.cmtr,2025.10.07-13.00.35-Rec-.cmtr,39.56,42475031124,2025-10-10 04:34:58,P:
R:\20250305\set6\2025.03.05-13.46.46-Rec-.cmtr,2025.03.05-13.46.46-Rec-.cmtr,39.54,42458429020,2025-06-04 13:59:35,R:
M:\20231129_Rd\2023.11.29-10.49.07-Rec-.cmtr,2023.11.29-10.49.07-Rec-.cmtr,39.47,42381383240,2023-12-03 14:07:04,M:
O:\20250326\set6\2025.03.26-13.42.34-Rec-.cmtr,2025.03.26-13.42.34-Rec-.cmtr,39.41,42316602324,2025-06-29 18:26:32,O:
O:\20250919_gaba_gly\before_gaba_gly\2025.09.19-14.25.14-Rec-.cmtr,2025.09.19-14.25.14-Rec-.cmtr,39.39,42291730840,2025-09-27 19:50:40,O:
O:\20251001_HttrB_agonist\2025.10.01-12.07.19-Rec-.cmtr,2025.10.01-12.07.19-Rec-.cmtr,39.38,42284725148,2025-11-06 00:59:44,O:
Q:\20240731_ipRGC\2024.07.31-11.01.07-Rec-.cmtr,2024.07.31-11.01.07-Rec-.cmtr,39.34,42243769820,2024-08-07 22:55:00,Q:
R:\20250217_wt_greenlight\2025.02.17-12.15.19-Rec-.cmtr,2025.02.17-12.15.19-Rec-.cmtr,39.29,42185828372,2025-04-30 12:44:06,R:
O:\20250523_Jason\2025.05.23-12.43.09-Rec- (2).cmtr,2025.05.23-12.43.09-Rec- (2).cmtr,39.27,42165693288,2025-06-05 01:00:21,O:
R:\20250228\natrual scene\2025.02.28-09.41.01-Rec-.cmtr,2025.02.28-09.41.01-Rec-.cmtr,39.24,42137002020,2025-05-21 04:05:22,R:
O:\20250325\set6\2025.03.25-13.38.15-Rec-.cmtr,2025.03.25-13.38.15-Rec-.cmtr,39.23,42120683092,2025-07-22 08:55:00,O:
O:\20250904_gaba_gly\gaba_gly\2025.09.04-12.53.45-Rec-.cmtr,2025.09.04-12.53.45-Rec-.cmtr,39.15,42035684540,2025-09-05 16:10:10,O:
Q:\20240325\2024.03.25-14.24.51-Rec-.cmtr,2024.03.25-14.24.51-Rec-.cmtr,39.14,42022275256,2024-03-30 00:11:32,Q:
Q:\20240808_ipRGC\2024.08.08-11.19.12-Rec-.cmtr,2024.08.08-11.19.12-Rec-.cmtr,39.12,42004345548,2024-08-10 09:52:39,Q:
Q:\20240522\2024.05.22-10.18.00-Rec-.cmtr,2024.05.22-10.18.00-Rec-.cmtr,39.1,41986149932,2024-05-27 17:39:50,Q:
R:\20250128_wt_greenlight\set6_without_ipRGC\2025.01.28-12.56.51-Rec-.cmtr,2025.01.28-12.56.51-Rec-.cmtr,39.02,41902407828,2025-01-31 12:32:05,R:
P:\20251113_gaba\gaba\2025.11.13-14.27.51-Rec-.cmtr,2025.11.13-14.27.51-Rec-.cmtr,39.01,41886981324,2025-11-20 07:52:56,P:
O:\20250423\2025.04.23-12.04.49-Rec-.cmtr,2025.04.23-12.04.49-Rec-.cmtr,38.91,41777644708,2025-07-23 10:30:28,O:
P:\20251125_gaba\gaba\2025.11.25-13.26.28-Rec-.cmtr,2025.11.25-13.26.28-Rec-.cmtr,38.7,41557480540,2025-12-04 08:34:12,P:
L:\20230911_wt\2023.09.11-12.56.05-Rec-.cmtr,2023.09.11-12.56.05-Rec-.cmtr,38.7,41555036216,2023-09-26 23:55:10,L:
R:\20250228\set6\2025.02.28-10.07.27-Rec-.cmtr,2025.02.28-10.07.27-Rec-.cmtr,38.64,41485726564,2025-05-28 08:18:26,R:
R:\20250115_Rd\set8_1\2025.01.15-13.24.48-Rec-.cmtr,2025.01.15-13.24.48-Rec-.cmtr,38.59,41436145944,2025-01-19 16:35:21,R:
O:\20250520_image\2025.05.20-11.33.55-Rec-.cmtr,2025.05.20-11.33.55-Rec-.cmtr,38.59,41431138284,2025-05-24 15:08:22,O:
P:\20251009_low_glucose_control_AMES\2025.10.09-10.41.52-Rec-.cmtr,2025.10.09-10.41.52-Rec-.cmtr,38.5,41341698176,2025-11-01 18:36:17,P:
Q:\20240604\2024.06.04-14.03.46-Rec-.cmtr,2024.06.04-14.03.46-Rec-.cmtr,38.41,41238626984,2024-06-09 18:04:30,Q:
Q:\20240712_ipRGC\2024.07.12-11.16.01-Rec-.cmtr,2024.07.12-11.16.01-Rec-.cmtr,38.39,41222992348,2024-07-13 21:45:50,Q:
L:\202301\20230112\2023.01.12-16.28.03-Rec-.cmtr,2023.01.12-16.28.03-Rec-.cmtr,38.37,41197821808,2023-01-26 08:13:24,L:
R:\20250305\set6\2025.03.05-13.16.31-Rec-.cmtr,2025.03.05-13.16.31-Rec-.cmtr,38.21,41027266360,2025-06-03 11:52:30,R:
R:\20250214_JHU\2025.02.14-14.15.21-Rec-.cmtr,2025.02.14-14.15.21-Rec-.cmtr,38.19,41004956348,2025-03-08 23:37:40,R:
M:\JHU2025_data_backup_to_be_deleted\20250214_JHU\2025.02.14-14.15.21-Rec-.cmtr,2025.02.14-14.15.21-Rec-.cmtr,38.19,41004956348,2025-03-08 23:37:40,M:
P:\20251113_gaba\gaba\2025.11.13-15.19.32-Rec-.cmtr,2025.11.13-15.19.32-Rec-.cmtr,38.18,40992880984,2025-11-21 08:14:07,P:
P:\20251010_low_glucose\2025.10.10-12.57.03-Rec-.cmtr,2025.10.10-12.57.03-Rec-.cmtr,38.12,40932947720,2025-10-12 22:47:04,P:
P:\20251112_gaba\gaba\2025.11.12-13.59.37-Rec-.cmtr,2025.11.12-13.59.37-Rec-.cmtr,38.05,40852249180,2025-11-20 23:03:12,P:
P:\20251120_gaba\before_gaba\2025.11.20-11.42.02-Rec-.cmtr,2025.11.20-11.42.02-Rec-.cmtr,38.01,40812058884,2025-11-30 20:58:22,P:
M:\20231010_NMDA\2023.10.10-10.16.21-Rec-.cmtr,2023.10.10-10.16.21-Rec-.cmtr,37.87,40666664872,2023-10-23 09:39:50,M:
O:\20250909_gaba_gly\before_gaba_gly\2025.09.09-13.52.47-Rec-.cmtr,2025.09.09-13.52.47-Rec-.cmtr,37.86,40647571040,2025-09-23 10:03:48,O:
Q:\20240522\2024.05.22-09.42.35-Rec-.cmtr,2024.05.22-09.42.35-Rec-.cmtr,37.79,40572747884,2024-05-26 02:48:42,Q:
R:\20250306\set6\2025.03.06-14.55.10-Rec-.cmtr,2025.03.06-14.55.10-Rec-.cmtr,37.66,40439816172,2025-06-17 03:45:35,R:
R:\20240917\2024.09.17-15.10.40-Rec-.cmtr,2024.09.17-15.10.40-Rec-.cmtr,37.65,40423622804,2024-09-27 13:25:38,R:
P:\20251120_gaba\gaba\2025.11.20-11.10.27-Rec-.cmtr,2025.11.20-11.10.27-Rec-.cmtr,37.64,40419902852,2025-11-27 19:11:24,P:
O:\20250414\2025.04.14-13.08.42-Rec-.cmtr,2025.04.14-13.08.42-Rec-.cmtr,37.59,40357217112,2025-07-26 10:50:39,O:
O:\20250429\2025.04.29-14.34.14-Rec-.cmtr,2025.04.29-14.34.14-Rec-.cmtr,37.59,40356701064,2025-07-18 07:37:18,O:
Q:\20240530\steps\2024.05.30-14.59.00-Rec-.cmtr,2024.05.30-14.59.00-Rec-.cmtr,37.52,40288315264,2024-06-04 20:18:39,Q:
M:\20240228_protocol_test\2024.02.28-13.13.59-Rec- (2).cmtr,2024.02.28-13.13.59-Rec- (2).cmtr,37.47,40233267036,2024-03-02 06:43:40,M:
R:\20240910\2024.09.10-13.33.29-Rec-.cmtr,2024.09.10-13.33.29-Rec-.cmtr,37.45,40210471624,2024-09-14 00:01:50,R:
O:\20250912_gaba_gly\before_gaba_gly\2025.09.12-14.05.36-Rec-.cmtr,2025.09.12-14.05.36-Rec-.cmtr,37.44,40196816708,2025-09-14 02:19:29,O:
L:\202301\20230112\2023.01.12-15.34.41-Rec-.cmtr,2023.01.12-15.34.41-Rec-.cmtr,37.41,40169380032,2023-03-20 00:52:08,L:
R:\20241213_MFA\set6_withoutipRGC\2024.12.13-11.37.37-Rec-.cmtr,2024.12.13-11.37.37-Rec-.cmtr,37.39,40144975596,2024-12-15 03:04:05,R:
O:\20250911_gaba_gly\before_gaba_gly\2025.09.11-10.38.25-Rec-.cmtr,2025.09.11-10.38.25-Rec-.cmtr,37.29,40043965204,2025-09-18 05:59:53,O:
Q:\20240611\2024.06.11-13.12.42-Rec-.cmtr,2024.06.11-13.12.42-Rec-.cmtr,37.28,40025899528,2024-06-15 22:00:36,Q:
O:\20250429\2025.04.29-10.16.40-Rec-.cmtr,2025.04.29-10.16.40-Rec-.cmtr,37.26,40004220560,2025-07-26 11:19:06,O:
O:\20250911_gaba_gly\gaba_gly\2025.09.11-14.34.10-Rec-.cmtr,2025.09.11-14.34.10-Rec-.cmtr,37.22,39968222384,2025-09-14 11:23:12,O:
O:\20250415\2025.04.15-11.00.48-Rec-.cmtr,2025.04.15-11.00.48-Rec-.cmtr,37.12,39856704984,2025-07-11 01:49:59,O:
O:\20250912_gaba_gly\before_gaba_gly\2025.09.12-09.49.12-Rec-.cmtr,2025.09.12-09.49.12-Rec-.cmtr,37.08,39813646704,2025-09-17 10:25:26,O:
R:\20250220\set6\2025.02.20-10.13.41-Rec-.cmtr,2025.02.20-10.13.41-Rec-.cmtr,37.07,39802841460,2025-05-11 07:09:18,R:
Q:\20240521\2024.05.21-11.53.15-Rec-.cmtr,2024.05.21-11.53.15-Rec-.cmtr,37.04,39775582012,2024-05-24 22:39:10,Q:
O:\20250916_gaba_gly\gaba_gly\2025.09.16-11.25.54-Rec-.cmtr,2025.09.16-11.25.54-Rec-.cmtr,37.0,39726845056,2025-09-19 20:10:19,O:
L:\20230629_Diabetic\2023.06.29-16.18.44-Rec-.cmtr,2023.06.29-16.18.44-Rec-.cmtr,36.99,39721676356,2023-07-09 06:08:09,L:
O:\20251001_HttrB_agonist\2025.10.01-17.23.51-Rec-.cmtr,2025.10.01-17.23.51-Rec-.cmtr,36.9,39617617624,2025-10-08 14:17:28,O:
O:\20250917_gaba_gly\gaba_gly\2025.09.17-11.03.40-Rec-.cmtr,2025.09.17-11.03.40-Rec-.cmtr,36.85,39566281032,2025-09-23 22:23:44,O:
O:\20250529_images\2025.05.29-11.32.35-Rec-.cmtr,2025.05.29-11.32.35-Rec-.cmtr,36.78,39492193176,2025-06-06 07:29:39,O:
P:\20251022_low_glucose\2025.10.22-14.29.33-Rec-.cmtr,2025.10.22-14.29.33-Rec-.cmtr,36.76,39472188296,2025-10-27 00:43:11,P:
R:\20250214_JHU\2025.02.14-14.32.00-Rec-.cmtr,2025.02.14-14.32.00-Rec-.cmtr,36.75,39456957224,2025-03-11 00:03:52,R:
M:\JHU2025_data_backup_to_be_deleted\20250214_JHU\2025.02.14-14.32.00-Rec-.cmtr,2025.02.14-14.32.00-Rec-.cmtr,36.75,39456957224,2025-03-11 00:03:52,M:
P:\20251010_low_glucose\2025.10.10-15.02.54-Rec-.cmtr,2025.10.10-15.02.54-Rec-.cmtr,36.7,39405277288,2025-10-15 11:59:18,P:
O:\20250410\set6\2025.04.10-13.50.16-Rec-.cmtr,2025.04.10-13.50.16-Rec-.cmtr,36.57,39266077456,2025-07-30 14:21:27,O:
P:\20251204_gly\before_gly\2025.12.04-09.18.47-Rec-.cmtr,2025.12.04-09.18.47-Rec-.cmtr,36.52,39208441264,2025-12-10 13:30:28,P:
R:\20250319\set6\2025.03.19-15.57.23-Rec-.cmtr,2025.03.19-15.57.23-Rec-.cmtr,36.48,39170505440,2025-06-16 14:00:23,R:
Q:\20240731_ipRGC\2024.07.31-12.42.04-Rec-.cmtr,2024.07.31-12.42.04-Rec-.cmtr,36.45,39138689172,2024-08-01 17:04:18,Q:
Q:\20240807_Vglu\2024.08.07-10.26.25-Rec-.cmtr,2024.08.07-10.26.25-Rec-.cmtr,36.42,39105189172,2024-08-09 07:52:06,Q:
O:\20250410\image001-1200\2025.04.10-13.29.10-Rec-.cmtr,2025.04.10-13.29.10-Rec-.cmtr,36.2,38865145292,2025-07-27 09:41:49,O:
O:\20250912_gaba_gly\before_gaba_gly\2025.09.12-12.33.01-Rec-.cmtr,2025.09.12-12.33.01-Rec-.cmtr,36.19,38859398080,2025-09-16 20:18:29,O:
L:\202212\20221206\2022.12.06-12.59.24-Rec-.cmtr,2022.12.06-12.59.24-Rec-.cmtr,36.16,38829351540,2022-12-20 02:55:08,L:
P:\20251111_gaba\before_gaba_1\2025.11.11-13.33.38-Rec-.cmtr,2025.11.11-13.33.38-Rec-.cmtr,36.14,38805692040,2025-11-16 01:49:37,P:
R:\20240814_ipRGC\2024.08.14-13.24.54-Rec-.cmtr,2024.08.14-13.24.54-Rec-.cmtr,36.12,38782443224,2024-08-21 15:08:22,R:
P:\20251203_gly\gly\2025.12.03-12.02.24-Rec-.cmtr,2025.12.03-12.02.24-Rec-.cmtr,36.06,38721765244,2025-12-10 06:51:54,P:
M:\20240228_protocol_test\2024.02.28-10.42.23-Rec-.cmtr,2024.02.28-10.42.23-Rec-.cmtr,36.06,38718001200,2024-02-29 20:16:20,M:
O:\20250414\2025.04.14-13.59.17-Rec-.cmtr,2025.04.14-13.59.17-Rec-.cmtr,36.05,38708783856,2025-07-29 03:45:48,O:
Q:\20240611\2024.06.11-09.47.31-Rec-.cmtr,2024.06.11-09.47.31-Rec-.cmtr,35.91,38561451908,2024-06-18 15:32:29,Q:
L:\202212\20221206\2022.12.06-13.10.57-Rec-.cmtr,2022.12.06-13.10.57-Rec-.cmtr,35.86,38499104380,2022-12-22 02:18:32,L:
P:\20251211_gly\2025.12.11-09.24.32-Rec-.cmtr,2025.12.11-09.24.32-Rec-.cmtr,35.78,38423682496,2025-12-20 04:33:48,P:
L:\20230629_Diabetic\2023.06.29-16.10.16-Rec-.cmtr,2023.06.29-16.10.16-Rec-.cmtr,35.77,38407006132,2023-07-06 23:00:43,L:
R:\20250128_wt_greenlight\set8_1_3filter\2025.01.28-10.28.06-Rec-.cmtr,2025.01.28-10.28.06-Rec-.cmtr,35.76,38395521368,2025-01-30 08:04:28,R:
R:\20240918\2024.09.18-11.05.45-Rec-.cmtr,2024.09.18-11.05.45-Rec-.cmtr,35.76,38392517348,2024-10-06 09:49:44,R:
P:\20251111_gaba\before_gaba_1\2025.11.11-13.57.51-Rec-.cmtr,2025.11.11-13.57.51-Rec-.cmtr,35.7,38331993184,2025-11-17 05:02:20,P:
P:\20251106_gaba\gaba\2025.11.06-15.34.50-Rec-.cmtr,2025.11.06-15.34.50-Rec-.cmtr,35.67,38302837592,2025-11-14 21:30:41,P:
M:\20240228_protocol_test\2024.02.28-11.57.32-Rec-.cmtr,2024.02.28-11.57.32-Rec-.cmtr,35.61,38234261932,2024-03-02 10:14:26,M:
R:\20250225\set6\2025.02.25-12.13.48-Rec-.cmtr,2025.02.25-12.13.48-Rec-.cmtr,35.6,38222321152,2025-05-16 08:11:00,R:
R:\20250319_Fu\2025.03.19-12.37.55-Rec-.cmtr,2025.03.19-12.37.55-Rec-.cmtr,35.58,38204869292,2025-04-12 21:34:44,R:
P:\20251022_opncre_rtdt\2025.10.22-10.34.56-Rec-.cmtr,2025.10.22-10.34.56-Rec-.cmtr,35.57,38189391636,2025-10-24 23:16:25,P:
R:\20250219\set6\2025.02.19-12.38.28-Rec-.cmtr,2025.02.19-12.38.28-Rec-.cmtr,35.54,38165829152,2025-05-08 17:02:30,R:
P:\20251209_gly\2025.12.09-12.36.32-Rec-.cmtr,2025.12.09-12.36.32-Rec-.cmtr,35.54,38162102120,2025-12-17 21:36:36,P:
R:\20240917\2024.09.17-14.08.58-Rec-.cmtr,2024.09.17-14.08.58-Rec-.cmtr,35.48,38095125368,2024-09-25 10:41:25,R:
O:\20250409\set6\2025.04.09-12.09.54-Rec(1)-.cmtr,2025.04.09-12.09.54-Rec(1)-.cmtr,35.29,37896238756,2025-06-29 01:31:47,O:
O:\20250911_gaba_gly\gaba_gly\2025.09.11-12.07.50-Rec-.cmtr,2025.09.11-12.07.50-Rec-.cmtr,35.29,37892512640,2025-09-13 00:35:34,O:
O:\20250905_gaba_gly\gaba_gly\2025.09.05-13.47.07-Rec-.cmtr,2025.09.05-13.47.07-Rec-.cmtr,35.26,37861639940,2025-09-08 23:20:55,O:
R:\20250220\set6\2025.02.20-10.49.25-Rec-.cmtr,2025.02.20-10.49.25-Rec-.cmtr,35.25,37844805468,2025-05-12 13:14:34,R:
P:\20251112_gaba\before_gaba\2025.11.12-13.35.22-Rec-.cmtr,2025.11.12-13.35.22-Rec-.cmtr,35.24,37840284160,2025-11-20 06:45:07,P:
